index,dose,Si_rm_in_MD,N_rm_in_MD,C_rm_in_MD,F_rm_in_MD,Si_rm_in_byp,N_rm_in_byp,C_rm_in_byp,F_rm_in_byp
3239,0.36,0,0,0,0,0,0,0,0
3240,0.36,1,0,1,2,1,0,0,2
3241,0.36,0,0,0,0,0,0,0,0
3242,0.36,0,0,0,0,0,1,1,0
3243,0.36,0,0,0,0,2,2,2,2
3244,0.36,0,0,0,1,0,0,0,0
3245,0.361,0,0,0,0,0,0,0,0
3246,0.361,1,0,1,1,2,0,0,6
3247,0.361,0,0,2,1,1,0,0,2
3248,0.361,0,0,0,0,2,0,0,6
3249,0.361,0,1,1,0,3,0,0,9
3250,0.361,0,0,0,0,2,0,0,7
3251,0.361,0,0,0,0,2,0,0,6
3252,0.361,0,1,2,0,2,1,2,4
3253,0.361,0,0,0,0,2,0,0,4
3254,0.362,0,1,0,0,1,2,2,5
3255,0.362,0,0,0,0,0,0,0,0
3256,0.362,0,0,0,0,1,2,1,5
3257,0.362,0,1,1,0,2,9,0,6
3258,0.362,0,0,0,0,2,0,0,6
3259,0.362,0,0,0,0,1,0,0,4
3260,0.362,0,0,0,0,2,0,0,8
3261,0.362,0,0,0,0,2,0,0,0
3262,0.362,0,0,2,0,3,0,0,8
3263,0.363,0,0,0,2,1,2,0,1
3264,0.363,0,0,0,0,1,0,0,4
3265,0.363,0,0,1,1,1,3,4,2
3266,0.363,0,0,0,0,0,0,0,0
3267,0.363,0,0,1,0,1,3,1,4
3268,0.363,0,0,0,0,1,0,0,4
3269,0.363,1,0,0,2,0,2,0,0
3270,0.363,0,1,0,0,0,0,0,0
3271,0.363,1,0,1,1,3,1,1,5
3272,0.364,0,1,1,1,2,2,0,5
3273,0.364,0,0,0,0,0,0,0,0
3274,0.364,0,0,0,1,0,1,1,0
3275,0.364,1,1,2,2,3,1,1,8
3276,0.364,0,0,1,1,1,0,0,4
3277,0.364,0,0,0,0,1,0,0,4
3278,0.364,0,0,0,1,0,0,0,0
3279,0.364,0,0,0,0,1,1,1,1
3280,0.364,0,0,1,0,1,2,0,4
3281,0.365,0,0,1,0,0,0,0,0
3282,0.365,0,0,0,0,2,0,0,3
3283,0.365,2,0,0,2,2,0,0,7
3284,0.365,1,0,0,1,2,0,0,8
3285,0.365,0,0,0,0,1,1,1,2
3286,0.365,0,1,0,0,0,2,0,0
3287,0.365,1,0,2,1,1,1,1,2
3288,0.365,0,0,0,0,1,0,0,4
3289,0.365,0,0,0,0,2,0,0,6
3290,0.366,0,0,0,0,0,1,1,0
3291,0.366,0,0,1,0,0,0,0,0
3292,0.366,0,0,0,0,0,0,1,1
3293,0.366,0,0,0,0,2,0,0,4
3294,0.366,1,1,2,0,0,0,0,0
3295,0.366,0,0,0,0,1,0,0,2
3296,0.366,0,0,0,0,1,0,0,2
3297,0.366,0,1,0,0,3,0,0,10
3298,0.366,0,0,0,0,0,2,0,0
3299,0.367,0,0,0,0,1,0,0,4
3300,0.367,0,0,0,0,0,4,0,0
3301,0.367,0,0,0,0,0,4,0,0
3302,0.367,0,0,0,1,2,0,0,5
3303,0.367,0,0,0,0,0,3,1,0
3304,0.367,0,0,0,0,0,0,0,0
3305,0.367,0,0,1,0,1,0,0,4
3306,0.367,0,0,0,1,0,0,0,0
3307,0.367,0,1,0,1,0,0,0,0
3308,0.368,0,0,1,0,1,1,1,1
3309,0.368,0,0,0,0,1,0,0,4
3310,0.368,0,0,1,0,0,4,0,0
3311,0.368,0,0,0,0,0,2,0,0
3312,0.368,0,0,0,1,0,0,0,0
3313,0.368,0,0,0,0,0,0,0,0
3314,0.368,0,0,0,0,1,0,0,4
3315,0.368,0,2,1,0,0,0,0,0
3316,0.368,0,0,1,0,1,0,0,2
3317,0.369,0,0,0,0,1,0,0,4
3318,0.369,0,0,1,0,2,0,0,8
3319,0.369,0,0,0,0,1,0,0,4
3320,0.369,0,0,0,0,1,0,0,4
3321,0.369,0,0,0,0,0,0,0,0
3322,0.369,0,0,0,0,0,7,1,0
3323,0.369,0,1,1,0,0,0,0,0
3324,0.369,0,0,1,1,1,0,0,2
3325,0.369,0,1,3,0,1,0,0,2
3326,0.37,0,0,0,0,0,0,0,0
3327,0.37,0,0,2,0,1,2,0,2
3328,0.37,0,0,1,0,2,2,5,8
3329,0.37,0,0,0,0,1,2,0,4
3330,0.37,0,0,0,2,1,0,0,2
3331,0.37,0,0,0,0,0,2,0,0
3332,0.37,1,2,2,1,3,1,1,8
3333,0.37,0,0,0,0,0,0,0,0
3334,0.37,0,0,0,0,1,0,0,4
3335,0.371,0,0,0,0,0,2,0,0
3336,0.371,0,0,0,0,0,0,0,0
3337,0.371,1,0,1,1,2,4,0,4
3338,0.371,1,1,2,1,1,1,1,2
3339,0.371,1,1,3,1,0,2,2,0
3340,0.371,0,0,1,0,1,1,1,1
3341,0.371,0,1,1,0,0,0,0,0
3342,0.371,0,0,1,0,0,0,0,0
3343,0.371,0,1,0,0,3,1,1,8
3344,0.372,0,0,0,0,1,0,0,4
3345,0.372,0,0,0,0,0,2,0,0
3346,0.372,0,0,1,0,2,0,0,4
3347,0.372,1,2,2,1,0,0,1,2
3348,0.372,0,1,0,0,1,0,2,2
3349,0.372,0,0,3,0,1,0,2,0
3350,0.372,0,0,0,0,2,2,0,8
3351,0.372,0,4,0,0,1,0,0,4
3352,0.372,0,0,0,1,4,2,3,11
3353,0.373,1,0,0,2,3,0,0,10
3354,0.373,0,1,1,1,2,0,1,4
3355,0.373,0,0,0,0,2,0,0,4
3356,0.373,0,0,1,0,0,2,0,0
3357,0.373,0,0,0,0,2,2,0,8
3358,0.373,0,0,0,0,2,0,0,8
3359,0.373,1,0,0,1,1,2,7,1
3360,0.373,0,0,0,0,1,0,0,4
3361,0.373,0,0,0,0,1,2,0,4
3362,0.374,0,0,0,0,0,6,0,0
3363,0.374,0,0,0,0,1,2,2,2
3364,0.374,0,1,0,0,0,2,1,0
3365,0.374,0,0,0,0,1,0,0,4
3366,0.374,0,0,1,0,1,2,0,4
3367,0.374,0,0,0,2,1,0,0,1
3368,0.374,0,0,0,0,0,0,0,0
3369,0.374,0,0,0,0,1,0,0,4
3370,0.374,0,0,0,0,2,2,3,3
3371,0.375,0,0,1,0,0,0,0,0
3372,0.375,0,0,0,0,3,6,0,10
3373,0.375,0,0,0,0,0,0,0,0
3374,0.375,0,0,0,0,0,0,0,0
3375,0.375,0,0,0,0,0,0,0,0
3376,0.375,0,0,0,0,1,0,0,2
3377,0.375,0,0,0,0,0,2,0,1
3378,0.375,0,1,2,0,2,5,2,6
3379,0.375,0,0,0,0,1,0,0,4
3380,0.376,0,0,0,1,1,0,0,4
3381,0.376,0,0,1,0,1,6,0,4
3382,0.376,0,0,0,1,0,2,0,0
3383,0.376,0,0,0,0,0,0,0,0
3384,0.376,0,0,0,0,1,0,0,4
3385,0.376,0,0,0,0,0,0,0,0
3386,0.376,0,0,2,0,0,0,1,1
3387,0.376,0,0,0,0,4,2,0,7
3388,0.376,0,0,0,0,2,0,0,6
3389,0.377,0,0,1,0,1,4,0,4
3390,0.377,0,0,0,0,0,0,0,0
3391,0.377,0,0,0,0,0,2,0,0
3392,0.377,0,0,1,1,0,0,0,0
3393,0.377,0,0,0,0,0,1,1,1
3394,0.377,0,0,0,0,1,0,0,4
3395,0.377,0,0,0,0,0,0,0,0
3396,0.377,0,0,0,2,1,2,0,2
3397,0.377,0,0,0,0,1,0,0,4
3398,0.378,0,1,4,0,0,0,0,0
3399,0.378,0,1,2,0,1,3,3,0
3400,0.378,0,1,1,1,1,0,0,4
3401,0.378,0,0,0,1,2,0,0,6
3402,0.378,1,0,0,0,1,0,0,4
3403,0.378,0,0,0,0,0,0,0,0
3404,0.378,0,0,0,0,1,0,0,4
3405,0.378,0,0,0,0,1,2,0,4
3406,0.378,0,0,0,0,0,0,0,0
3407,0.379,0,0,0,0,0,2,0,0
3408,0.379,0,0,0,0,2,0,0,2
3409,0.379,0,0,0,0,0,0,0,0
3410,0.379,0,0,1,0,0,0,0,0
3411,0.379,0,0,0,0,0,0,0,0
3412,0.379,0,0,2,0,0,0,0,0
3413,0.379,0,0,1,0,0,0,0,0
3414,0.379,0,0,0,1,2,3,1,7
3415,0.379,0,0,0,0,1,3,1,4
3416,0.38,0,0,1,0,1,2,0,5
3417,0.38,0,0,0,0,3,0,0,12
3418,0.38,0,0,0,0,1,0,1,3
3419,0.38,0,2,1,0,2,2,1,5
3420,0.38,0,1,1,1,0,0,0,0
3421,0.38,1,0,0,1,1,0,0,3
3422,0.38,0,0,0,0,0,1,0,0
3423,0.38,0,1,1,0,1,0,0,4
3424,0.38,0,0,0,0,0,0,0,0
3425,0.381,0,1,1,0,2,0,0,8
3426,0.381,1,0,2,0,1,0,0,4
3427,0.381,0,0,0,0,0,0,0,0
3428,0.381,0,0,0,0,0,2,0,0
3429,0.381,0,0,0,0,1,0,0,3
3430,0.381,0,0,3,0,4,1,1,5
3431,0.381,0,0,0,0,0,0,0,0
3432,0.381,0,0,0,0,1,4,2,4
3433,0.381,0,0,0,0,0,0,0,0
3434,0.382,0,0,0,0,0,2,0,0
3435,0.382,0,0,0,0,1,0,0,4
3436,0.382,0,0,0,0,0,0,0,0
3437,0.382,0,0,0,0,0,2,0,0
3438,0.382,0,1,1,0,0,2,0,0
3439,0.382,0,2,2,0,0,0,0,0
3440,0.382,0,0,0,0,0,2,0,0
3441,0.382,0,0,0,0,0,0,0,0
3442,0.382,0,1,1,0,0,0,0,0
3443,0.383,0,0,0,0,1,4,0,4
3444,0.383,0,1,1,0,0,0,0,0
3445,0.383,1,1,0,2,1,0,0,2
3446,0.383,0,0,0,0,2,4,0,8
3447,0.383,0,1,1,0,0,2,0,0
3448,0.383,0,0,0,0,1,0,0,4
3449,0.383,1,1,1,0,1,0,1,4
3450,0.383,1,0,0,1,1,0,0,2
3451,0.383,0,0,0,0,1,6,0,1
3452,0.384,1,0,1,1,3,0,1,6
3453,0.384,1,0,0,0,1,0,0,4
3454,0.384,1,0,0,1,1,0,0,4
3455,0.384,0,0,0,0,0,2,0,0
3456,0.384,0,0,0,0,1,0,0,4
3457,0.384,0,0,0,0,0,0,0,0
3458,0.384,0,1,0,1,0,0,0,0
3459,0.384,0,1,1,0,0,0,0,0
3460,0.384,0,0,0,0,0,2,0,0
3461,0.385,0,0,2,0,2,2,0,5
3462,0.385,0,0,1,0,0,6,0,0
3463,0.385,0,1,2,0,0,0,0,0
3464,0.385,0,0,0,0,0,0,0,0
3465,0.385,0,0,0,0,1,4,0,4
3466,0.385,0,0,0,0,1,0,0,2
3467,0.385,0,0,0,0,3,2,0,10
3468,0.385,0,0,1,0,2,0,0,8
3469,0.385,0,0,0,0,2,0,0,6
3470,0.386,0,0,0,0,1,0,0,2
3471,0.386,0,0,0,1,0,2,0,0
3472,0.386,0,0,1,0,1,2,0,2
3473,0.386,0,0,0,1,1,0,0,1
3474,0.386,0,0,0,0,0,2,0,0
3475,0.386,0,0,1,1,1,0,0,1
3476,0.386,0,0,0,1,2,1,1,8
3477,0.386,0,0,0,2,3,1,0,7
3478,0.386,0,0,1,0,0,0,0,0
3479,0.387,0,0,0,0,0,4,0,0
3480,0.387,0,0,1,0,0,0,0,0
3481,0.387,0,0,0,0,1,0,1,5
3482,0.387,0,1,0,0,4,3,0,13
3483,0.387,0,0,0,0,0,0,0,0
3484,0.387,0,0,0,0,1,0,0,2
3485,0.387,0,0,0,0,0,2,0,0
3486,0.387,0,0,0,0,1,0,0,2
3487,0.387,0,0,0,1,0,2,0,0
3488,0.388,0,0,1,0,3,0,0,9
3489,0.388,0,0,0,0,2,1,1,4
3490,0.388,0,0,0,0,1,0,0,4
3491,0.388,0,0,0,0,1,0,0,4
3492,0.388,1,1,1,0,1,0,0,4
3493,0.388,0,0,0,0,1,0,1,4
3494,0.388,0,0,0,0,1,0,0,4
3495,0.388,0,0,0,0,1,4,0,4
3496,0.388,0,0,0,0,1,0,0,4
3497,0.389,0,0,0,0,1,10,0,4
3498,0.389,0,0,0,0,3,2,0,10
3499,0.389,0,0,0,0,0,2,0,0
3500,0.389,0,1,1,0,2,0,0,5
3501,0.389,1,0,0,1,1,0,0,3
3502,0.389,0,0,2,3,1,2,0,4
3503,0.389,0,2,3,0,1,2,0,1
3504,0.389,0,0,0,0,1,0,0,4
3505,0.389,0,0,0,0,1,0,0,2
3506,0.39,0,0,1,1,1,4,0,5
3507,0.39,0,1,1,0,1,2,0,4
3508,0.39,0,0,0,0,0,0,0,0
3509,0.39,1,0,0,1,0,4,0,0
3510,0.39,0,0,0,0,1,0,0,4
3511,0.39,0,1,1,0,3,0,0,12
3512,0.39,0,1,1,0,1,0,0,2
3513,0.39,0,0,0,0,0,0,0,0
3514,0.39,0,0,0,0,2,0,0,8
3515,0.391,0,0,0,0,0,0,0,0
3516,0.391,0,0,0,0,1,1,1,3
3517,0.391,0,0,0,0,0,0,0,0
3518,0.391,0,0,0,0,1,3,1,4
3519,0.391,0,0,0,0,1,0,0,4
3520,0.391,0,0,0,0,1,1,0,2
3521,0.391,0,0,0,0,2,0,0,6
3522,0.391,0,2,3,0,0,0,0,0
3523,0.391,0,0,0,1,1,1,1,3
3524,0.392,0,0,0,0,0,2,0,0
3525,0.392,0,0,0,0,0,0,0,0
3526,0.392,0,0,0,1,0,3,2,2
3527,0.392,0,0,1,0,0,0,0,0
3528,0.392,0,0,0,0,1,0,0,2
3529,0.392,0,0,0,0,2,0,0,8
3530,0.392,0,0,0,0,0,2,0,0
3531,0.392,0,0,0,0,2,0,0,8
3532,0.392,0,0,0,0,0,0,0,0
3533,0.393,0,0,0,0,0,0,0,0
3534,0.393,0,0,1,1,0,0,0,0
3535,0.393,0,1,1,1,0,2,0,0
3536,0.393,0,1,1,2,1,0,0,4
3537,0.393,0,0,1,0,0,2,0,0
3538,0.393,0,0,0,1,0,2,0,0
3539,0.393,0,0,0,0,0,0,0,0
3540,0.393,0,0,0,0,2,2,0,4
3541,0.393,0,1,0,0,3,0,0,10
3542,0.394,0,0,0,1,0,2,0,0
3543,0.394,0,0,0,0,1,0,0,4
3544,0.394,0,0,0,0,1,0,0,4
3545,0.394,1,0,1,0,2,2,0,6
3546,0.394,0,0,0,0,3,0,0,12
3547,0.394,0,0,0,0,0,1,1,0
3548,0.394,1,1,1,1,0,1,2,1
3549,0.394,0,0,0,0,0,2,0,0
3550,0.394,0,0,0,0,0,0,0,0
3551,0.395,0,0,0,0,1,0,0,4
3552,0.395,0,1,2,0,0,0,0,0
3553,0.395,0,0,1,0,1,1,1,2
3554,0.395,0,0,0,0,4,0,0,10
3555,0.395,0,0,0,0,1,2,0,4
3556,0.395,0,0,1,0,0,0,0,0
3557,0.395,0,1,1,0,0,0,0,0
3558,0.395,0,1,1,0,0,0,0,0
3559,0.395,0,0,0,0,0,1,4,0
3560,0.396,0,0,0,0,0,4,0,0
3561,0.396,0,0,0,0,0,0,0,0
3562,0.396,0,0,0,1,0,2,0,0
3563,0.396,0,0,0,1,1,0,0,4
3564,0.396,0,1,2,0,2,0,0,6
3565,0.396,0,0,0,0,0,2,0,0
3566,0.396,0,0,0,1,0,0,0,0
3567,0.396,0,0,0,0,0,2,0,0
3568,0.396,0,0,0,0,0,0,0,0
3569,0.397,0,0,0,1,1,0,0,5
3570,0.397,0,0,0,0,0,0,0,0
3571,0.397,0,0,0,0,0,2,0,0
3572,0.397,0,0,0,1,1,0,0,4
3573,0.397,0,0,0,0,0,0,0,0
3574,0.397,0,0,0,0,1,1,2,2
3575,0.397,0,1,0,0,1,0,0,2
3576,0.397,0,0,0,0,1,0,0,4
3577,0.397,0,0,2,1,1,0,0,2
3578,0.398,0,0,0,0,0,0,0,0
3579,0.398,0,0,0,0,1,0,0,4
3580,0.398,0,0,0,0,2,0,0,6
3581,0.398,0,1,3,1,0,0,0,0
3582,0.398,0,0,0,0,1,2,0,4
3583,0.398,0,0,0,0,0,2,0,0
3584,0.398,0,0,0,0,0,0,0,0
3585,0.398,0,0,0,0,0,0,0,0
3586,0.398,0,0,1,0,2,1,1,4
3587,0.399,0,0,0,0,1,2,1,2
3588,0.399,0,0,1,2,2,0,1,8
3589,0.399,0,0,0,0,1,0,0,2
3590,0.399,0,0,0,0,0,0,0,0
3591,0.399,0,0,0,0,0,0,0,0
3592,0.399,1,0,0,1,1,1,2,3
3593,0.399,0,0,0,0,0,0,0,0
3594,0.399,0,1,0,0,4,2,0,12
3595,0.399,0,0,0,0,2,0,0,3
3596,0.4,0,0,1,0,0,2,1,0
3597,0.4,0,1,1,0,2,0,0,5
3598,0.4,1,0,0,2,0,2,0,0
3599,0.4,0,1,1,0,1,0,0,2
3600,0.4,0,1,1,0,1,0,0,1
3601,0.4,0,0,0,0,2,0,0,8
3602,0.4,0,0,0,0,0,0,0,0
3603,0.4,1,0,0,1,2,0,0,6
3604,0.4,0,0,0,1,0,1,1,0
3605,0.401,0,0,1,0,0,2,1,0
3606,0.401,0,0,0,0,1,2,1,4
3607,0.401,0,0,1,1,2,0,0,4
3608,0.401,0,0,1,0,0,1,1,0
3609,0.401,1,1,0,0,0,1,1,0
3610,0.401,0,0,0,0,0,0,0,0
3611,0.401,0,0,0,0,2,1,0,5
3612,0.401,0,0,0,0,0,0,0,0
3613,0.401,0,0,0,0,2,0,0,3
3614,0.402,0,0,0,0,2,2,0,6
3615,0.402,0,0,0,0,2,0,0,8
3616,0.402,0,1,1,0,0,0,0,0
3617,0.402,0,0,0,0,1,0,0,2
3618,0.402,0,0,0,0,3,0,0,10
3619,0.402,0,0,1,1,3,0,0,5
3620,0.402,0,1,1,0,2,0,0,8
3621,0.402,0,0,0,0,0,0,0,0
3622,0.402,0,0,0,0,0,1,1,0
3623,0.403,0,0,0,1,0,0,0,0
3624,0.403,0,0,0,0,0,0,0,0
3625,0.403,0,0,0,0,0,0,0,0
3626,0.403,0,0,0,0,0,1,1,0
3627,0.403,1,0,0,1,0,3,1,0
3628,0.403,0,0,0,0,3,1,5,4
3629,0.403,0,0,0,0,0,0,0,0
3630,0.403,0,0,0,0,3,0,0,8
3631,0.403,0,0,1,0,3,1,0,8
3632,0.404,0,0,0,0,0,0,0,0
3633,0.404,0,1,0,0,1,0,0,2
3634,0.404,0,0,0,0,0,0,0,0
3635,0.404,0,1,1,0,1,3,1,0
3636,0.404,0,1,0,0,1,0,0,4
3637,0.404,0,0,0,1,1,1,1,4
3638,0.404,0,0,0,0,2,4,2,2
3639,0.404,0,0,0,0,1,0,0,4
3640,0.404,1,1,1,0,3,2,0,8
3641,0.405,0,0,0,0,0,2,0,0
3642,0.405,0,1,0,0,2,0,0,8
3643,0.405,0,0,0,0,1,0,0,4
3644,0.405,0,0,0,0,1,0,1,6
3645,0.405,0,1,0,0,0,0,0,0
3646,0.405,0,1,5,1,0,4,1,0
3647,0.405,0,0,1,0,0,2,0,0
3648,0.405,0,0,0,0,1,0,0,4
3649,0.405,0,0,0,0,0,1,1,0
3650,0.406,0,0,3,0,2,0,4,6
3651,0.406,0,0,0,0,0,0,0,0
3652,0.406,0,1,0,0,5,0,0,17
3653,0.406,0,0,0,0,0,0,0,0
3654,0.406,0,0,0,0,0,1,1,0
3655,0.406,0,0,0,0,2,2,0,8
3656,0.406,0,1,0,0,2,4,0,8
3657,0.406,0,0,0,0,1,0,0,4
3658,0.406,0,0,0,0,0,0,0,0
3659,0.407,0,0,0,0,2,2,0,5
3660,0.407,0,0,1,0,1,0,0,2
3661,0.407,0,1,1,1,1,3,1,4
3662,0.407,0,0,0,0,0,2,0,0
3663,0.407,0,0,0,0,2,0,0,8
3664,0.407,0,0,0,0,2,4,0,8
3665,0.407,0,0,0,0,4,2,0,16
3666,0.407,0,0,0,0,0,0,0,0
3667,0.407,0,0,0,0,0,4,0,0
3668,0.408,0,2,0,0,0,2,0,0
3669,0.408,0,0,0,0,0,0,0,0
3670,0.408,0,1,1,1,1,2,4,2
3671,0.408,0,0,0,0,0,0,0,0
3672,0.408,0,0,0,1,2,0,0,8
3673,0.408,0,0,0,0,1,1,5,2
3674,0.408,0,0,0,0,0,2,0,0
3675,0.408,0,0,1,0,0,0,0,0
3676,0.408,0,0,0,0,1,3,1,2
3677,0.409,0,1,1,0,2,0,2,5
3678,0.409,0,0,0,0,1,0,0,4
3679,0.409,0,0,0,1,1,2,0,4
3680,0.409,0,1,1,0,1,0,0,2
3681,0.409,0,3,2,0,1,1,1,2
3682,0.409,0,0,0,0,3,0,0,10
3683,0.409,0,3,1,0,1,1,1,4
3684,0.409,0,0,0,1,2,0,0,4
3685,0.409,0,0,0,0,0,0,0,0
3686,0.41,0,0,0,0,2,2,0,8
3687,0.41,0,0,0,0,0,0,0,0
3688,0.41,0,0,0,0,0,0,0,0
3689,0.41,0,2,1,1,0,2,0,0
3690,0.41,0,0,0,0,0,0,0,0
3691,0.41,0,0,1,0,0,2,0,0
3692,0.41,0,0,0,0,0,0,0,0
3693,0.41,0,1,1,0,0,0,0,0
3694,0.41,0,0,0,0,2,2,0,8
3695,0.411,0,0,0,0,3,0,0,10
3696,0.411,0,0,0,0,0,0,0,0
3697,0.411,0,0,0,0,0,4,0,0
3698,0.411,1,0,0,1,0,4,0,0
3699,0.411,0,0,1,1,1,0,0,2
3700,0.411,0,0,0,1,1,0,0,4
3701,0.411,0,0,0,1,0,0,0,0
3702,0.411,0,0,1,0,2,0,0,5
3703,0.411,0,0,0,0,2,0,0,6
3704,0.412,0,1,1,0,2,0,0,6
3705,0.412,0,0,1,0,0,2,0,0
3706,0.412,0,0,0,0,3,4,0,12
3707,0.412,0,0,0,0,0,2,0,1
3708,0.412,0,0,0,0,1,0,0,2
3709,0.412,0,0,1,0,2,0,0,8
3710,0.412,0,0,0,1,1,0,0,2
3711,0.412,0,0,1,1,1,0,0,4
3712,0.412,0,2,0,0,2,0,0,6
3713,0.413,0,0,0,0,1,0,0,4
3714,0.413,0,0,0,0,0,0,0,0
3715,0.413,0,0,0,0,0,2,0,0
3716,0.413,0,0,0,0,0,0,0,0
3717,0.413,0,0,0,0,0,2,0,0
3718,0.413,0,0,0,0,0,2,0,0
3719,0.413,0,0,0,0,1,4,0,4
3720,0.413,0,0,0,0,1,0,0,4
3721,0.413,0,1,0,0,2,0,0,8
3722,0.414,0,0,0,0,0,2,0,0
3723,0.414,0,0,0,1,2,0,0,7
3724,0.414,0,0,0,0,0,4,0,0
3725,0.414,0,0,0,0,0,0,0,0
3726,0.414,0,0,0,1,0,0,0,0
3727,0.414,0,0,0,0,0,0,2,0
3728,0.414,0,1,1,0,1,2,0,1
3729,0.414,0,0,0,0,0,0,0,0
3730,0.414,0,0,0,0,2,0,0,6
3731,0.415,0,0,0,0,0,2,0,0
3732,0.415,0,0,0,0,2,0,0,8
3733,0.415,1,0,0,1,4,0,0,14
3734,0.415,0,1,0,0,0,0,0,0
3735,0.415,0,0,1,0,1,2,0,2
3736,0.415,0,1,0,0,0,0,0,0
3737,0.415,1,0,1,0,0,4,0,0
3738,0.415,0,0,0,0,2,0,0,6
3739,0.415,0,0,1,0,2,1,1,6
3740,0.416,1,0,0,1,0,0,0,0
3741,0.416,0,0,3,0,0,1,1,0
3742,0.416,0,0,0,2,3,2,0,8
3743,0.416,0,0,0,0,0,0,0,0
3744,0.416,0,0,0,1,1,2,0,4
3745,0.416,0,0,1,0,2,2,0,5
3746,0.416,0,0,1,3,2,0,0,8
3747,0.416,0,0,1,1,1,0,0,4
3748,0.416,0,0,2,0,0,0,0,0
3749,0.417,0,0,0,2,0,0,0,0
3750,0.417,0,0,0,0,1,2,0,4
3751,0.417,0,0,0,0,1,2,0,2
3752,0.417,0,0,0,0,1,2,0,4
3753,0.417,0,0,0,0,0,2,0,0
3754,0.417,0,0,1,0,1,0,0,4
3755,0.417,0,0,0,0,1,0,0,2
3756,0.417,0,0,0,2,1,0,0,4
3757,0.417,0,0,1,1,0,2,0,0
3758,0.418,0,0,0,0,2,0,0,8
3759,0.418,0,0,0,0,1,2,0,4
3760,0.418,1,0,0,0,0,2,0,0
3761,0.418,0,0,0,0,0,2,0,0
3762,0.418,0,0,0,0,0,2,0,0
3763,0.418,0,0,0,0,1,2,0,4
3764,0.418,0,0,3,0,0,2,0,0
3765,0.418,0,0,0,0,2,3,1,1
3766,0.418,0,0,0,0,0,1,1,0
3767,0.419,0,0,0,0,0,0,0,0
3768,0.419,0,0,0,0,1,0,0,4
3769,0.419,0,0,0,0,1,0,0,2
3770,0.419,0,0,0,0,0,0,0,0
3771,0.419,0,0,0,0,0,0,0,0
3772,0.419,0,0,0,0,0,0,0,0
3773,0.419,0,0,0,0,0,2,0,0
3774,0.419,2,0,2,1,0,3,2,0
3775,0.419,0,0,0,0,0,0,1,0
3776,0.42,0,0,0,0,1,0,2,4
3777,0.42,0,0,0,0,2,0,0,3
3778,0.42,0,0,2,0,0,2,1,0
3779,0.42,0,0,0,0,1,0,1,4
3780,0.42,1,0,0,1,1,0,0,4
3781,0.42,1,1,1,0,0,0,0,0
3782,0.42,0,1,0,0,0,0,0,0
3783,0.42,0,1,1,0,0,0,0,0
3784,0.42,0,1,1,0,1,2,3,2
3785,0.421,1,1,1,0,1,0,2,2
3786,0.421,0,0,0,0,2,0,0,4
3787,0.421,0,0,1,1,2,0,0,6
3788,0.421,0,0,1,0,3,0,0,10
3789,0.421,0,0,2,0,1,2,0,2
3790,0.421,1,0,1,1,1,0,0,4
3791,0.421,0,0,0,0,2,0,0,6
3792,0.421,0,0,0,0,1,0,0,2
3793,0.421,0,0,0,0,1,4,2,3
3794,0.422,0,0,1,0,0,2,0,0
3795,0.422,0,1,1,0,2,0,0,8
3796,0.422,0,0,1,1,3,4,2,8
3797,0.422,0,0,1,0,1,2,2,4
3798,0.422,0,0,1,0,1,0,1,5
3799,0.422,0,0,0,0,0,0,0,0
3800,0.422,0,0,0,1,1,0,0,4
3801,0.422,0,0,0,0,0,0,0,0
3802,0.422,0,0,1,0,0,2,0,0
3803,0.423,0,0,1,0,2,0,0,5
3804,0.423,1,0,1,1,1,0,0,4
3805,0.423,0,0,0,0,0,0,0,0
3806,0.423,0,0,0,0,3,1,2,2
3807,0.423,0,0,0,0,1,2,1,1
3808,0.423,0,0,1,0,0,2,2,0
3809,0.423,1,0,2,1,0,1,1,0
3810,0.423,0,0,0,0,1,4,0,4
3811,0.423,0,0,0,0,0,0,0,0
3812,0.424,0,0,0,0,0,0,0,0
3813,0.424,0,0,0,0,1,4,0,2
3814,0.424,0,0,0,0,2,2,0,8
3815,0.424,0,0,0,0,0,2,0,0
3816,0.424,0,0,2,0,3,2,0,10
3817,0.424,0,1,3,0,1,2,0,3
3818,0.424,0,0,0,1,0,0,0,0
3819,0.424,0,0,0,1,0,1,1,0
3820,0.424,0,1,1,0,0,0,0,0
3821,0.425,0,2,2,0,0,3,1,0
3822,0.425,0,0,0,0,0,0,0,0
3823,0.425,1,0,0,0,1,4,0,4
3824,0.425,0,0,2,0,0,0,0,0
3825,0.425,0,3,1,0,4,2,0,10
3826,0.425,0,0,0,0,1,2,0,4
3827,0.425,0,0,0,0,0,2,0,0
3828,0.425,0,0,0,0,0,0,0,0
3829,0.425,0,0,0,0,1,0,0,4
3830,0.426,0,0,0,0,1,2,0,4
3831,0.426,0,1,1,2,1,3,1,4
3832,0.426,0,0,0,0,0,0,0,0
3833,0.426,0,0,1,0,0,0,0,0
3834,0.426,0,0,1,1,2,0,0,8
3835,0.426,1,0,0,0,0,2,0,0
3836,0.426,0,0,0,1,1,2,0,2
3837,0.426,0,0,0,0,0,0,0,0
3838,0.426,0,0,0,0,1,4,0,4
3839,0.427,0,0,1,1,0,2,0,0
3840,0.427,0,0,2,0,1,0,0,4
3841,0.427,0,0,0,0,1,0,0,4
3842,0.427,0,0,0,0,0,0,0,0
